source_ID,source_text,target_ID,target_text,relation,source_type,target_type,file_name,type_pair
C10, fine review;  argue court,C11,party may put plea; party may put time; party may put court; it have raise court; it have raise ; it to bring case; it to bring court; which come court;  publish ecr; law cite ,support,prem,prem,"R2013_3F, formerly Specialarbejderforbundet i Danmark (SID) v European Commission.xml",prem-prem
C9, set alternative; number seek ;  to put ground; commission infringe principle;  accord article; matter may be change appeal; number may be change appeal,C14,plea must be dismiss ,support,prem,conc,"R2013_3F, formerly Specialarbejderforbundet i Danmark (SID) v European Commission.xml",prem-conc
C11,party may put plea; party may put time; party may put court; it have raise court; it have raise ; it to bring case; it to bring court; which come court;  publish ecr; law cite ,C14,plea must be dismiss ,support,prem,conc,"R2013_3F, formerly Specialarbejderforbundet i Danmark (SID) v European Commission.xml",prem-conc
C12, advance alternative; 3f allege ; commission infringe principle; procedure be initiate ;  suffice it; 3f repeat ;  identify passage;  put court,C14,plea must be dismiss ,support,prem,conc,"R2013_3F, formerly Specialarbejderforbundet i Danmark (SID) v European Commission.xml",prem-conc
C13, accord law; which repeat ; which reproduce plea;  submit court;  include those;  base fact;  reject court; appeal do satisfy requirement; which be recall paragraph,C14,plea must be dismiss ,support,prem,conc,"R2013_3F, formerly Specialarbejderforbundet i Danmark (SID) v European Commission.xml",prem-conc
C13bis,appeal amount reality;  submit court; court do have jurisdiction; court do have bergaderm,C14,plea must be dismiss ,support,prem,conc,"R2013_3F, formerly Specialarbejderforbundet i Danmark (SID) v European Commission.xml",prem-conc
A1, regard admissibility;  submit support;  be test commission;  be test ground;  advance support; argument claim ; company cerne determination; it should be bear mind; matter may be change appeal,A2, accord law; jurisdiction be limit review;  debate court,support,prem,prem,"R2021_Prosegur Compañía de Seguridad SA, established in Madrid (Spain) v Commission.xml",prem-prem
A2, accord law; jurisdiction be limit review;  debate court,A3,party can not put plea; party can not put law; party can not put time; party can not put court; it have raise court; party to bring case; party to bring court;  hear judgment,support,prem,prem,"R2021_Prosegur Compañía de Seguridad SA, established in Madrid (Spain) v Commission.xml",prem-prem
A5,court examine ; commission have identify regime; commission have identify text,A6,appellant be entitle ;  to challenge ground;  to challenge appeal;  relate stage; number withstand fact; it do put argument; it do put instance;  challenge decision,support,prem,prem,"R2021_Prosegur Compañía de Seguridad SA, established in Madrid (Spain) v Commission.xml",prem-prem
A4,that say ; appellant be entitle ;  to lodge appeal;  rely court;  rely ground; which arise judgment; which arise appeal; which seek ;  to criticise judgment;  to criticise law,A8,,support,prem,conc,"R2021_Prosegur Compañía de Seguridad SA, established in Madrid (Spain) v Commission.xml",prem-conc
A6,appellant be entitle ;  to challenge ground;  to challenge appeal;  relate stage; number withstand fact; it do put argument; it do put instance;  challenge decision,A8,,support,prem,conc,"R2021_Prosegur Compañía de Seguridad SA, established in Madrid (Spain) v Commission.xml",prem-conc
A7,general observe point; argument include criticism; argument seek extent;  to challenge observance;  govern exercise; number have be raise it,A8,,support,prem,conc,"R2021_Prosegur Compañía de Seguridad SA, established in Madrid (Spain) v Commission.xml",prem-conc
B1,existence may be establish ; company pare taxation,B2,determination depend definition;  favour measure,support,prem,prem,"R2021_Prosegur Compañía de Seguridad SA, established in Madrid (Spain) v Commission.xml",prem-prem
B2,determination depend definition;  favour measure,B3, assess nature; regime be identify decision; regime examine company;  hear company;  cerne identification,support,prem,prem,"R2021_Prosegur Compañía de Seguridad SA, established in Madrid (Spain) v Commission.xml",prem-prem
B3, assess nature; regime be identify decision; regime examine company;  hear company;  cerne identification,B5,it must be state point; which must be carry exchange;  follow exchange; determination must follow examination,support,prem,prem,"R2021_Prosegur Compañía de Seguridad SA, established in Madrid (Spain) v Commission.xml",prem-prem
B4,determination stitute point; examination to be carry text;  make determination; error vitiate whole;  relate selectivity;  see judgment;  see effect,B5,it must be state point; which must be carry exchange;  follow exchange; determination must follow examination,support,prem,prem,"R2021_Prosegur Compañía de Seguridad SA, established in Madrid (Spain) v Commission.xml",prem-prem
B5,it must be state point; which must be carry exchange;  follow exchange; determination must follow examination,B7,general observe essence; general observe point; reference must be make ,support,prem,prem,"R2021_Prosegur Compañía de Seguridad SA, established in Madrid (Spain) v Commission.xml",prem-prem
B6,selectivity can be not assess basis;  siste provision; that have be take judgment,B7,general observe essence; general observe point; reference must be make ,support,prem,prem,"R2021_Prosegur Compañía de Seguridad SA, established in Madrid (Spain) v Commission.xml",prem-prem
B7,general observe essence; general observe point; reference must be make ,B14,court must assess merit;  relate determination,support,prem,prem,"R2021_Prosegur Compañía de Seguridad SA, established in Madrid (Spain) v Commission.xml",prem-prem
B8,it appear ; it can be not rule ;  to be take account; it may equate measure; latter appear rule;  have logic;  to identify body,B14,court must assess merit;  relate determination,support,prem,prem,"R2021_Prosegur Compañía de Seguridad SA, established in Madrid (Spain) v Commission.xml",prem-prem
B9,law have be harmonise ; which define ;  exercise petence;  exercise matter;  stitute tax;  to analyse dition;  relate selectivity; company must take account; company must take characteristic;  see judgment;  see effect,B14,court must assess merit;  relate determination,support,prem,prem,"R2021_Prosegur Compañía de Seguridad SA, established in Madrid (Spain) v Commission.xml",prem-prem
B10,it must be bear mind; determination must be base examination;  to take account;  to take objective;  pursue legislature;  adopt measure;  adopt examination,B14,court must assess merit;  relate determination,support,prem,prem,"R2021_Prosegur Compañía de Seguridad SA, established in Madrid (Spain) v Commission.xml",prem-prem
B11,court have hold occasion;  pursue measure;  to exclude measure;  to exclude classification; provision do distinguish measure; provision do distinguish reference; provision define they; provision define relation;  see judgment;  see effect,B14,court must assess merit;  relate determination,support,prem,prem,"R2021_Prosegur Compañía de Seguridad SA, established in Madrid (Spain) v Commission.xml",prem-prem
B12,which must make system; rule should be identify ;  accord criterion;  to enable review; identification be base ,B14,court must assess merit;  relate determination,support,prem,prem,"R2021_Prosegur Compañía de Seguridad SA, established in Madrid (Spain) v Commission.xml",prem-prem
B13,commission to take factor; commission to take account;  put company; commission to carry examination; commission to carry manner;  to enable review,B14,court must assess merit;  relate determination,support,prem,prem,"R2021_Prosegur Compañía de Seguridad SA, established in Madrid (Spain) v Commission.xml",prem-prem
B34,plaint must be reject ,B15,appellant submit essence; court err law;  substitute ground;  regard definition;  exclude measure;  be regard own;  be regard system;  substitute ground;  define system;  define manner,attack,prem,prem,"R2021_Prosegur Compañía de Seguridad SA, established in Madrid (Spain) v Commission.xml",prem-prem
B40,it follow ; court substitute ground; court substitute paragraph,B15,appellant submit essence; court err law;  substitute ground;  regard definition;  exclude measure;  be regard own;  be regard system;  substitute ground;  define system;  define manner,attack,prem,prem,"R2021_Prosegur Compañía de Seguridad SA, established in Madrid (Spain) v Commission.xml",prem-prem
B39,general observe point; commission decide ; it take view; measure should be assess light; which include rule;  accord commission; which be align other; acquisition be follow bination,B15,appellant submit essence; court err law;  substitute ground;  regard definition;  exclude measure;  be regard own;  be regard system;  substitute ground;  define system;  define manner,attack,prem,prem,"R2021_Prosegur Compañía de Seguridad SA, established in Madrid (Spain) v Commission.xml",prem-prem
